"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1913800510316089407","Sun Apr 20 03:42:53 +0000 2025","0","Beteee bangettt gak bisa TERIAKKK2 krna ada orang rumah #ENCHELLA2025 #Coachella2025 #ENHYPEN","1913800510316089407","","","in","","0","0","0","https://x.com/undefined/status/1913800510316089407","1894208465981366272",
"1913800444721127839","Sun Apr 20 03:42:37 +0000 2025","0","outfitnya kece bgt gokilll #ENCHELLA2025 #ENHYPEN","1913800444721127839","","","in","","0","0","0","https://x.com/undefined/status/1913800444721127839","1033956206",
"1913800439302394034","Sun Apr 20 03:42:36 +0000 2025","0","GULA SUKAK BANGET OUTFIT HARI INIII #ENCHELLA2025","1913800439302394034","","","in","","0","0","0","https://x.com/undefined/status/1913800439302394034","1272134988750700545",
"1913800416976130246","Sun Apr 20 03:42:30 +0000 2025","0","TOLONGGG JAYYYYY GAKUATT #ENCHELLA2025","1913800416976130246","","","in","","0","0","0","https://x.com/undefined/status/1913800416976130246","1727585956533002240",
"1913800376744288575","Sun Apr 20 03:42:21 +0000 2025","0","WOI LIAT GK HEESEUNG PAS BLESSED-CURSED NURUNIN MIC DIA TEUS EMG G ADA SUARA WOOOOOO HATERSSS KEPANASAN LIAT INI ENHYPEN VAMPS UP COACHELLA #ENHYPENinCoachella #ENCHELLA2025 #COACHELLA","1913800376744288575","","","in","","0","0","0","https://x.com/undefined/status/1913800376744288575","1086816072496340992",
"1913800278358573517","Sun Apr 20 03:41:57 +0000 2025","0","WOI INI MIRIP BGT MINGYU KOCAKSUNOO ENHYPEN VAMPS UP COACHELLA #ENHYPENinCoachella #ENCHELLA2025 #COACHELLA https://t.co/OUf5H6Hu5H","1913800278358573517","https://pbs.twimg.com/media/Go8vNTaagAAMDu2.jpg","","in","","0","0","0","https://x.com/undefined/status/1913800278358573517","1086816072496340992",
"1913792173566263598","Sun Apr 20 03:30:50 +0000 2025","1","@heegirIfriend HEESEUNG #ENHYPEN #Coachella2025 #ENCHELLA2025","1913797480367399415","","heegirIfriend","in","","0","0","0","https://x.com/undefined/status/1913797480367399415","1820961002474893312",
"1913797391654011000","Sun Apr 20 03:30:29 +0000 2025","0","Semoga juga ada stage jay gitaran ENHYPEN VAMPS UP COACHELLA #ENHYPENinCoachella #ENCHELLA2025 #COACHELLA","1913797391654011000","","","in","","0","0","0","https://x.com/undefined/status/1913797391654011000","1660531082478112769",
"1913797325664776463","Sun Apr 20 03:30:13 +0000 2025","0","ENHYPEN CARALHOOOOOOOOOOOO #ENHYPEN #ENCHELLA2025 #Coachella2025","1913797325664776463","","","in","","0","0","0","https://x.com/undefined/status/1913797325664776463","1470554934080901125",
"1913797101978599911","Sun Apr 20 03:29:20 +0000 2025","0","Aduhh ini SIAPA YANG KUTANGAN YAK?!! #ENCHELLA2025 #ENHYPEN https://t.co/GkAtkoSnht","1913797101978599911","https://pbs.twimg.com/media/Go8sUXpaIAAN-Ug.jpg","","in","","0","0","0","https://x.com/undefined/status/1913797101978599911","995907295958650882",
"1913792793262117088","Sun Apr 20 03:29:04 +0000 2025","0","@moonandenhypen YAALLAH KUAT ENGGK YA YA ALLAH #ENHYPEN #ENCHELLA #ENCHELLA2025 https://t.co/1VdSDEUUg5","1913797036430004329","https://pbs.twimg.com/tweet_video_thumb/Go8sQfqakAA8Gq0.jpg","moonandenhypen","in","","0","0","0","https://x.com/undefined/status/1913797036430004329","1775566937319444480",
"1913797027072496086","Sun Apr 20 03:29:02 +0000 2025","0","BISMILLAHIRRAHMANIRRAHIM SEMOGA LANCAR WEEKS 2 #ENHYPEN #ENCHELLA2025","1913797027072496086","","","in","","0","1","0","https://x.com/undefined/status/1913797027072496086","1670789863602364419",
"1913796857245180306","Sun Apr 20 03:28:22 +0000 2025","0","MAMAAAA MAUU NANGISS AAAAAAAAA #ENHYPEN #ENCHELLA #ENCHELLA2025","1913796857245180306","","","tl","","0","0","0","https://x.com/undefined/status/1913796857245180306","1775566937319444480",
"1913796816279319014","Sun Apr 20 03:28:12 +0000 2025","0","3 menit lagi plis #ENCHELLA2025 #ENCHELLA","1913796816279319014","","","in","","0","1","0","https://x.com/undefined/status/1913796816279319014","1861894734098403328",
"1913796784062951858","Sun Apr 20 03:28:04 +0000 2025","0","YAALLAH seriusan enhypen yang tampil gua yang DEGDEGAN cuyy apa kabar enhypen yak huaaaa FIGHTING YAA ENHYPEN #ENHYPEN #ENCHELLA #ENCHELLA2025 https://t.co/n9xFdpHX7t","1913796784062951858","https://pbs.twimg.com/media/Go8sCB1aIAAH7W-.jpg","","in","","0","0","0","https://x.com/undefined/status/1913796784062951858","1775566937319444480",
